,device_hw_proc,device_hw_ram,device_hw_display,device_hw_video,device_os_name,device_os_version
91065,Intel64 Family 6 Model 30 Stepping 5 Intel(R) Core(TM) i5 CPU         760  @ 2.80GHz,20GB 1073741824,"2048x1152 96,96 32, 1920x1200 96,96 32","NVIDIA GeForce GTS 240, PCI\VEN_10DE&DEV_0607&SUBSYS_073610DE&REV_A2\4&1E917EC3&0&0018, \\.\DISPLAY1",Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601
233194,Intel64 Family 6 Model 42 Stepping 7 Intel(R) Core(TM) i7-2600K CPU @ 3.40GHz,8GB 1073741824,"1600x900 96,96 32","NVIDIA GeForce GTX 560, PCI\VEN_10DE&DEV_1201&SUBSYS_83AE1043&REV_A1\4&80E7924&0&0008",Microsoft Windows 7 Home Premium ,6.1.7601 Service Pack 1 Build 7601
681313,AMD64 Family 16 Model 6 Stepping 2 AMD Athlon(tm) II X2 235e Processor,4GB 268435456,"1600x900 Touch 96,96 32","ATI Radeon HD 3200 Graphics  , PCI\VEN_1002&DEV_9612&SUBSYS_2A8E103C&REV_00\4&18668DB7&0&2808",Microsoft Windows 7 Home Premium ,6.1.7601 Service Pack 1 Build 7601
710268,Intel64 Family 6 Model 69 Stepping 1 Intel(R) Core(TM) i7-4510U CPU @ 2.00GHz,11GB 1073741824,"1920x1080 Touch 144,144 32","Intel(R) HD Graphics Family, PCI\VEN_8086&DEV_0A16&SUBSYS_167D1043&REV_0B\3&11583659&0&10",Microsoft Windows 10 Pro,10.0.14393  Build 14393
622953,Intel64 Family 6 Model 42 Stepping 7 Intel(R) Core(TM) i5-2300 CPU @ 2.80GHz,8GB 2147483648,"1920x1080 96,96 32","NVIDIA GeForce GT 740, PCI\VEN_10DE&DEV_0FC8&SUBSYS_0FC810DE&REV_A1\4&2D68EC9A&0&0008",Microsoft Windows 7 Home Premium ,6.1.7601 Service Pack 1 Build 7601
812002,Intel64 Family 6 Model 94 Stepping 3 Intel(R) Core(TM) i5-6500 CPU @ 3.20GHz,8GB 2147483648,"1920x1080 96,96 32","NVIDIA GeForce GT 720, PCI\VEN_10DE&DEV_1288&SUBSYS_31301462&REV_A1\4&3B7766F3&0&0008",Microsoft Windows 10 家庭中文版,10.0.14393  Build 14393
258365,Intel(R) Core(TM) i5-4690 CPU @ 3.50GHz,8GB,1920x1200,Intel(R) HD Graphics 4600,Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601
527588,Intel64 Family 6 Model 60 Stepping 3 Intel(R) Core(TM) i5-4570 CPU @ 3.20GHz,16GB 1073741824,"1920x1080 96,96 32, 1920x1080 96,96 32","Intel(R) HD Graphics 4600, PCI\VEN_8086&DEV_0412&SUBSYS_18E4103C&REV_06\3&11583659&1&10, \\.\DISPLAY1",Microsoft Windows 8.1 Pro,6.3.9600  Build 9600
295582,Intel64 Family 6 Model 58 Stepping 9 Intel(R) Core(TM) i7-3770 CPU @ 3.40GHz,8GB 1073741824,"1920x1080 96,96 32","NVIDIA GeForce GT 620, PCI\VEN_10DE&DEV_1049&SUBSYS_097710DE&REV_A1\4&19112B8E&0&0008",Microsoft Windows 10 Pro,10.0.10240  Build 10240
578356,Intel64 Family 6 Model 58 Stepping 9 Intel(R) Core(TM) i5-3470 CPU @ 3.20GHz,8GB 2147483648,"1600x900 96,96 32","NVIDIA GeForce GTX 650 Ti, PCI\VEN_10DE&DEV_11C6&SUBSYS_35541458&REV_A1\4&B77C4C1&0&0008",Microsoft Windows 10 專業版,10.0.15063  Build 15063
213539,Intel64 Family 6 Model 158 Stepping 9 Intel(R) Core(TM) i3-7100 CPU @ 3.90GHz,4GB 1073741824,"1920x1080 96,96 32","Intel(R) HD Graphics 630, PCI\VEN_8086&DEV_5912&SUBSYS_36C517AA&REV_04\3&11583659&1&10",Microsoft Windows 10 Home Single Language,10.0.14393  Build 14393
346321,Intel64 Family 6 Model 158 Stepping 9 Intel(R) Core(TM) i7-7700 CPU @ 3.60GHz,16GB 4293918720,"1920x1080 96,96 32, 1920x1080 96,96 32","NVIDIA GeForce GTX 1050 Ti, PCI\VEN_10DE&DEV_1C82&SUBSYS_37291458&REV_A1\4&22817009&0&0008, \\.\DISPLAY1",Microsoft Windows 10 Pro,10.0.15063  Build 15063
817266,Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz,8GB,1920x1080,Intel(R) HD Graphics 530,Microsoft Windows 10 Pro,10.0.10586  Build 10586
178353,Intel64 Family 6 Model 158 Stepping 9 Intel(R) Core(TM) i7-7700K CPU @ 4.20GHz,16GB 4293918720,"1920x1080 96,96 32","NVIDIA GeForce GTX 1060 6GB, PCI\VEN_10DE&DEV_1C03&SUBSYS_32831462&REV_A1\4&30760922&0&0008",Microsoft Windows 10 家用版,10.0.15063  Build 15063
731716,Intel(R) Core(TM) i7-7700HQ CPU @ 2.80GHz,4GB,1920x1080,Intel(R) HD Graphics 630,Microsoft Windows 10 Home Single Language,10.0.15063  Build 15063
121976,Intel(R) Core(TM) i7-2630QM CPU @ 2.00GHz,8GB,1600x900,Intel(R) HD Graphics 3000,Майкрософт Windows 10 Домашняя,10.0.14393  Build 14393
790638,Intel(R) Core(TM) i7-3770 CPU @ 3.40GHz,4GB,1360x768,ATI Radeon HD 5400 Series,Microsoft Windows 7 Ultimate ,6.1.7601 Service Pack 1 Build 7601
737986,Intel64 Family 6 Model 94 Stepping 3 Intel(R) Core(TM) i7-6700 CPU @ 3.40GHz,16GB 2147483648,"1920x1080 96,96 32","AMD Radeon R7 A370, PCI\VEN_1002&DEV_6600&SUBSYS_06C51028&REV_81\4&D812BC0&0&0008",Microsoft Windows 7 Enterprise ,6.1.7601 Service Pack 1 Build 7601
763686,Intel64 Family 6 Model 60 Stepping 3 Intel(R) Core(TM) i7-4800MQ CPU @ 2.70GHz,16GB 2214592512,"1920x1080 120,120 32, 1920x1080 96,96 32","Intel(R) HD Graphics Family, PCI\VEN_8086&DEV_0416&SUBSYS_221117AA&REV_06\3&42FFD25&0&10, \\.\DISPLAY1",Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601
747623,Intel64 Family 6 Model 63 Stepping 2 Intel(R) Xeon(R) CPU E5-1630 v3 @ 3.70GHz,16GB 4293918720,"1920x1080 96,96 32, 1920x1200 96,96 32","NVIDIA Quadro M2000, PCI\VEN_10DE&DEV_1430&SUBSYS_1190103C&REV_A1\4&39804BF4&0&0010, \\.\DISPLAY6",Microsoft Windows 10 Pro,10.0.15063  Build 15063
498356,Intel64 Family 6 Model 142 Stepping 9 Intel(R) Core(TM) i5-7200U CPU @ 2.50GHz,4GB 1073741824,"1366x768 96,96 32","Intel(R) HD Graphics 620, PCI\VEN_8086&DEV_5916&SUBSYS_07851028&REV_02\3&11583659&0&10",Microsoft Windows 10 Pro,10.0.15063  Build 15063
669822,Intel(R) Xeon(R) CPU E5-1620 v4 @ 3.50GHz,64GB,1920x1080,AMD FirePro W5100 (FireGL V),Microsoft Windows 10 Enterprise,10.0.14393  Build 14393
550426,Intel(R) Pentium(R) CPU 2117U @ 1.80GHz,4GB,1366x768,Intel(R) HD Graphics,Microsoft Windows 8,6.2.9200  Build 9200
561410,Intel64 Family 6 Model 42 Stepping 7 Intel(R) Pentium(R) CPU B940 @ 2.00GHz,4GB 1073741824,"1366x768 96,96 32, 1366x768 96,96 32","NVIDIA GeForce 410M, PCI\VEN_10DE&DEV_1055&SUBSYS_908B104D&REV_A1\4&B974078&0&0008, \\.\DISPLAY1",Microsoft Windows 7 Home Premium ,6.1.7601 Service Pack 1 Build 7601
503318,Intel(R) Core(TM) i5-7400 CPU @ 3.00GHz,8GB,1920x1080,Intel(R) HD Graphics 630,Microsoft Windows 10 專業版,10.0.10240  Build 10240
287417,Intel(R) Core(TM) i5-4570 CPU @ 3.20GHz,8GB,1280x1024,AMD Radeon HD 8350,Microsoft Windows 7 企業版 ,6.1.7601 Service Pack 1 Build 7601
578226,Intel64 Family 6 Model 42 Stepping 7 Intel(R) Core(TM) i5-2450M CPU @ 2.50GHz,6GB,,,Microsoft Windows 10 Pro,10.0.15063  Build 15063
728675,Intel(R) Core(TM) i7-4720HQ CPU @ 2.60GHz,4GB,1366x768,Intel(R) HD Graphics 4600,Microsoft Windows 10 Pro,10.0.10586  Build 10586
307276,Intel64 Family 6 Model 78 Stepping 3 Intel(R) Core(TM) i5-6200U CPU @ 2.30GHz,4GB 1073741824,"1920x1080 96,96 32","Intel(R) HD Graphics 520, PCI\VEN_8086&DEV_1916&SUBSYS_81BA103C&REV_07\3&11583659&0&10",Microsoft Windows 10 Pro,10.0.15063  Build 15063
297538,Intel64 Family 6 Model 94 Stepping 3 Intel(R) Core(TM) i7-6700 CPU @ 3.40GHz,16GB 2147483648,"1920x1080 96,96 32, 1920x1080 96,96 32","NVIDIA Quadro K620, PCI\VEN_10DE&DEV_13BB&SUBSYS_1098103C&REV_A2\4&787313E&0&0008, \\.\DISPLAY1",Microsoft Windows 10 Pro,10.0.15063  Build 15063
337420,Intel(R) Core(TM) i7-6500U CPU @ 2.50GHz,8GB,1920x1080,Intel(R) HD Graphics 520,Microsoft Windows 10 Pro,10.0.14393  Build 14393
324357,Intel(R) Core(TM) i7-4500U CPU @ 1.80GHz,8GB,1920x1080,Intel(R) HD Graphics Family,Microsoft Windows 10 Home Single Language,10.0.15063  Build 15063
494868,Intel64 Family 6 Model 60 Stepping 3 Intel(R) Core(TM) i7-4790 CPU @ 3.60GHz,16GB 1073741824,"1920x1080 96,96 32","AMD Radeon(TM) R5 240, PCI\VEN_1002&DEV_6611&SUBSYS_210B1028&REV_00\4&51F456D&0&0008",Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601
660008,Intel(R) Core(TM) i5-6200U CPU @ 2.30GHz,3GB,1920x1080,Intel(R) HD Graphics 520,Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601
695181,Intel64 Family 6 Model 60 Stepping 3 Intel(R) Xeon(R) CPU E3-1230 v3 @ 3.30GHz,8GB,,,Microsoft Windows 7 旗舰版 ,6.1.7601 Service Pack 1 Build 7601
520519,Intel(R) Core(TM) i3-4005U CPU @ 1.70GHz,4GB,1366x768,Intel(R) HD Graphics Family,Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601
596465,Intel(R) Core(TM) i3 CPU         550  @ 3.20GHz,8GB,1024x768,CyberLink Mirror Driver,Microsoft Windows 7 Ultimate ,6.1.7601 Service Pack 1 Build 7601
750926,x64 Family 6 Model 60 Stepping 3 Intel(R) Core(TM) i5-4460  CPU @ 3.20GHz,3GB 12560907808800768,"1024x768 96,96 32, 1024x768 96,96 32","NVIDIA GeForce GTX 750, PCI\VEN_10DE&DEV_1381&SUBSYS_107310DE&REV_A2\4&1286464&0&0008, \\.\DISPLAY1",Microsoft Windows 7 Home Premium K ,6.1.7601 Service Pack 1 Build 7601
362065,Intel(R) Xeon(R) CPU E5-2690 v3 @ 2.60GHz,8GB,1024x768,VMware SVGA 3D,Microsoft Windows Server 2008 R2 Standard ,6.1.7601 Service Pack 1 Build 7601
197922,Intel(R) Core(TM) i5-3470 CPU @ 3.20GHz,8GB,1600x900,NVIDIA GeForce GT 630,Microsoft Windows 7 旗舰版 ,6.1.7601 Service Pack 1 Build 7601
492531,Intel64 Family 6 Model 42 Stepping 7 Intel(R) Core(TM) i5-2500K CPU @ 3.30GHz,8GB 2147483648,"1920x1080 96,96 32, 1920x1080 96,96 32","NVIDIA GeForce GTX 550 Ti, PCI\VEN_10DE&DEV_1244&SUBSYS_00000000&REV_A1\4&2ECE1234&0&0008, \\.\DISPLAY1",Microsoft Windows 7 Professional K ,6.1.7601 Service Pack 1 Build 7601
210675,Intel(R) Core(TM) i5-3570 CPU @ 3.40GHz,4GB,1680x1050,Intel(R) HD Graphics,Microsoft Windows 8.1 Pro,6.3.9600  Build 9600
58835,Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz,8GB,1920x1080,Intel(R) HD Graphics 530,Microsoft Windows 10 Home Single Language,10.0.15063  Build 15063
799147,Intel(R) Xeon(R) CPU           W3550  @ 3.07GHz,12GB,1920x1080,NVIDIA Quadro FX 1800,Microsoft Windows 7 Professionnel ,6.1.7601 Service Pack 1 Build 7601
558946,Intel(R) Core(TM) i7-6820HQ CPU @ 2.70GHz,32GB,1920x1080,Intel(R) HD Graphics 530,Microsoft Windows 10 Pro,10.0.14393  Build 14393
470214,Intel64 Family 6 Model 158 Stepping 9 Intel(R) Core(TM) i3-7100 CPU @ 3.90GHz,8GB 1073741824,"1600x900 96,96 32","Intel(R) HD Graphics 630, PCI\VEN_8086&DEV_5912&SUBSYS_D0001458&REV_04\3&11583659&0&10",Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601
564954,Intel(R) Core(TM) i5-7200U CPU @ 2.50GHz,4GB,1920x1080,Intel(R) HD Graphics 620,Microsoft Windows 10 家庭中文版,10.0.15063  Build 15063
216906,Intel64 Family 6 Model 23 Stepping 10 Intel(R) Core(TM)2 Quad CPU    Q9400  @ 2.66GHz,8GB 2147483648,"1920x1080 96,96 32","NVIDIA GeForce GT 730, PCI\VEN_10DE&DEV_1287&SUBSYS_8A9F1462&REV_A1\4&2834658E&0&0008",Microsoft Windows 7 Professionnel ,6.1.7601 Service Pack 1 Build 7601
694994,Intel64 Family 6 Model 142 Stepping 9 Intel(R) Core(TM) i7-7500U CPU @ 2.70GHz,8GB 1073741824,"1920x1080 120,120 32","Intel(R) HD Graphics 620, PCI\VEN_8086&DEV_5916&SUBSYS_8216103C&REV_02\3&11583659&1&10",Microsoft Windows 10 Home,10.0.15063  Build 15063
672269,Intel(R) Core(TM) i7-7500U CPU @ 2.70GHz,16GB,1920x1080,Intel(R) HD Graphics 620,Microsoft Windows 10 Pro,10.0.10586  Build 10586
87204,Intel64 Family 6 Model 58 Stepping 9 Intel(R) Core(TM) i7-3770 CPU @ 3.40GHz,8GB 2147483648,"1920x1080 96,96 32","NVIDIA GeForce GT 630, PCI\VEN_10DE&DEV_0FC2&SUBSYS_0936103C&REV_A1\4&509F623&0&0008",Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601
40069,Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,16GB,1366x768,NVIDIA GeForce GT 730,Microsoft Windows 10 Pro,10.0.10586  Build 10586
555890,Intel64 Family 6 Model 60 Stepping 3 Intel(R) Core(TM) i5-4430 CPU @ 3.00GHz,4GB 1073741824,"1280x1024 96,96 32","NVIDIA GeForce GT 610 , PCI\VEN_10DE&DEV_104A&SUBSYS_847B1043&REV_A1\4&1286464&0&0008",Microsoft Windows 7 Профессиональная ,6.1.7601 Service Pack 1 Build 7601
312053,AMD64 Family 16 Model 6 Stepping 3 AMD Athlon(tm) II X2 260 Processor,4GB 1073741824,"1360x768 96,96 32","ASUS EAH5450 Series, PCI\VEN_1002&DEV_68E1&SUBSYS_30001043&REV_00\4&2A1FC852&0&0010",Microsoft Windows 10 Pro,10.0.16299  Build 16299
234735,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,8GB,1920x1080,NVIDIA Quadro K620,Microsoft Windows 7 旗舰版 ,6.1.7601 Service Pack 1 Build 7601
591756,AMD Athlon(tm) II X2 250 Processor,4GB,1680x1050,NVIDIA GeForce GT 520 ,Microsoft Windows 7 Максимальная ,6.1.7601 Service Pack 1 Build 7601
50124,Intel64 Family 6 Model 58 Stepping 9 Intel(R) Core(TM) i5-3330 CPU @ 3.00GHz,6GB 1073741824,"1920x1080 96,96 32","ATI Mobility Radeon HD 4850, PCI\VEN_1002&DEV_944A&SUBSYS_3000174B&REV_00\4&B77C4C1&0&0008",Microsoft Windows 10 Pro,10.0.15063  Build 15063
604008,Intel64 Family 6 Model 58 Stepping 9 Intel(R) Xeon(R) CPU E3-1225 V2 @ 3.20GHz,32GB 1073741824,"1280x1024 96,96 32","NVIDIA Quadro 600, PCI\VEN_10DE&DEV_0DF8&SUBSYS_083510DE&REV_A1\4&121614B1&0&0008",Microsoft Windows 10 Pro,10.0.14393  Build 14393
570321,Intel64 Family 6 Model 142 Stepping 9 Intel(R) Core(TM) i5-7200U CPU @ 2.50GHz,4GB 1073741824,"1920x1080 120,120 32","Intel(R) HD Graphics 620, PCI\VEN_8086&DEV_5916&SUBSYS_145E1043&REV_02\3&11583659&1&10",Microsoft Windows 10 Home Single Language,10.0.15063  Build 15063
617446,Intel64 Family 6 Model 94 Stepping 3 Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz,24GB 1073741824,"1920x1080 96,96 32","Intel(R) HD Graphics 530, PCI\VEN_8086&DEV_191B&SUBSYS_10A01043&REV_06\3&11583659&0&10",Microsoft Windows 10 Pro,10.0.10586  Build 10586
86043,Intel(R) Core(TM) i5 CPU         750  @ 2.67GHz,3GB,1920x1080,NVIDIA GeForce GTX 760,Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601
89471,Intel(R) Xeon(R) CPU E5-2680 0 @ 2.70GHz,16GB,1680x1050,NVIDIA GeForce GTX 650,Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601
447870,Pentium(R) Dual-Core  CPU      E5400  @ 2.70GHz,3GB,1440x900,Intel(R) G33/G31 Express Chipset Family,Microsoft Windows 7 旗舰版 ,6.1.7601 Service Pack 1 Build 7601
192719,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,8GB,1280x1024,NVIDIA GeForce GT 430,Microsoft Windows 7 旗舰版 ,6.1.7601 Service Pack 1 Build 7601
707451,Intel(R) Core(TM) i7-6700 CPU @ 3.40GHz,16GB,1920x1080,NVIDIA GeForce GT 730,Microsoft Windows 10 Pro,10.0.15063  Build 15063
764006,Intel(R) Core(TM) i7-7500U CPU @ 2.70GHz,16GB,1920x1080,NVIDIA GeForce 940MX,Microsoft Windows 10 Home Single Language,10.0.15063  Build 15063
208278,Intel64 Family 6 Model 94 Stepping 3 Intel(R) Core(TM) i7-6700 CPU @ 3.40GHz,16GB 2147483648,"1920x1080 96,96 32, 1920x1080 96,96 32","NVIDIA GeForce GTX 960, PCI\VEN_10DE&DEV_1401&SUBSYS_32031462&REV_A1\4&22720D2&0&0008, \\.\DISPLAY1",Microsoft Windows 10 Home,10.0.14393  Build 14393
372311,Intel64 Family 6 Model 60 Stepping 3 Intel(R) Xeon(R) CPU E3-1220 v3 @ 3.10GHz,32GB 1073741824,"1280x1024 96,96 32","AMD FirePro V4900 (FireGL V) Graphics Adapter, PCI\VEN_1002&DEV_6749&SUBSYS_240A1028&REV_00\4&2412C6A&0&0008",Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601
318265,AMD A6-4400M APU with Radeon(tm) HD Graphics   ,5GB,1366x768,AMD Radeon HD 7520G,Microsoft Windows 10 Pro,10.0.10240  Build 10240
299998,Intel(R) Core(TM) i5-6500 CPU @ 3.20GHz,3GB,1920x1080,AMD Radeon(TM) R5 340X,Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601
221124,Intel64 Family 6 Model 58 Stepping 9 Intel(R) Xeon(R) CPU E3-1240 V2 @ 3.40GHz,8GB 1073741824,"1600x1200 96,96 32","NVIDIA Quadro 600, PCI\VEN_10DE&DEV_0DF8&SUBSYS_083510DE&REV_A1\4&121614B1&0&0008",Microsoft Windows 7 Professionnel ,6.1.7601 Service Pack 1 Build 7601
706843,Intel64 Family 6 Model 94 Stepping 3 Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz,8GB 1073741824,"1920x1080 96,96 32, 1536x864 96,96 32","Intel(R) HD Graphics 530, PCI\VEN_8086&DEV_191B&SUBSYS_80D5103C&REV_06\3&11583659&0&10, \\.\DISPLAY1",Microsoft Windows 10 Pro,10.0.14393  Build 14393
719843,Intel(R) Core(TM) i5-3210M CPU @ 2.50GHz,3GB,1366x768,NVIDIA GeForce GT 620M,Microsoft Windows 7 旗舰版 ,6.1.7601 Service Pack 1 Build 7601
81254,Intel64 Family 6 Model 60 Stepping 3 Intel(R) Core(TM) i3-4170 CPU @ 3.70GHz,8GB 2147483648,"1920x1080 96,96 32","NVIDIA GeForce GT 730, PCI\VEN_10DE&DEV_1287&SUBSYS_832719DA&REV_A1\4&3834D97&0&0008",Microsoft Windows 7 旗舰版 ,6.1.7601 Service Pack 1 Build 7601
679893,Intel64 Family 6 Model 142 Stepping 9 Intel(R) Core(TM) i7-7500U CPU @ 2.70GHz,16GB 1073741824,"1920x1080 Touch 96,96 32","Intel(R) HD Graphics 620, PCI\VEN_8086&DEV_5916&SUBSYS_07441028&REV_02\3&11583659&0&10",Microsoft Windows 10 Home,10.0.14393  Build 14393
804800,Intel(R) Core(TM) i7-7700HQ CPU @ 2.80GHz,16GB,1920x1080,NVIDIA GeForce GTX 1060,Microsoft Windows 10 家用版,10.0.16299  Build 16299
261027,Intel(R) Core(TM) i5-5200U CPU @ 2.20GHz,8GB,1366x768,Intel(R) HD Graphics 5500,Microsoft Windows 7 Enterprise ,6.1.7601 Service Pack 1 Build 7601
245837,Intel(R) Core(TM) i7-4790 CPU @ 3.60GHz,16GB,1920x1080,Intel(R) HD Graphics 4600,Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601
734629,Intel(R) Core(TM) i5-6500 CPU @ 3.20GHz,32GB,1440x900,NVIDIA Quadro K620,Microsoft Windows 7 旗舰版 ,6.1.7601 Service Pack 1 Build 7601
493783,Intel(R) Core(TM) i7-3770 CPU @ 3.40GHz,8GB,1920x1080,AMD Radeon HD 7470,Microsoft Windows 10 Enterprise,10.0.14393  Build 14393
490160,Intel(R) Core(TM) i5-3320M CPU @ 2.60GHz,4GB,1600x900,Intel(R) HD Graphics 4000,Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601
148267,Intel(R) Core(TM) i7-7700 CPU @ 3.60GHz,16GB,1280x1024,NVIDIA GeForce GTX 1050,Microsoft Windows 10 Pro,10.0.15063  Build 15063
343312,Intel64 Family 6 Model 78 Stepping 3 Intel(R) Core(TM) i5-6200U CPU @ 2.30GHz,8GB 1073741824,"1920x1080 144,144 32","Intel(R) HD Graphics 520, PCI\VEN_8086&DEV_1916&SUBSYS_16021D72&REV_07\3&11583659&0&10",Microsoft Windows 10 Pro,10.0.14393  Build 14393
442998,Intel64 Family 6 Model 63 Stepping 2 Intel(R) Core(TM) i7-5820K CPU @ 3.30GHz,16GB 4293918720,"1920x1080 96,96 32","NVIDIA GeForce GTX TITAN X, PCI\VEN_10DE&DEV_17C2&SUBSYS_113210DE&REV_A1\4&388FBED3&0&0010",Microsoft Windows 10 专业版,10.0.14393  Build 14393
249240,Intel(R) Core(TM) i3-4160 CPU @ 3.60GHz,4GB,1366x768,Intel(R) HD Graphics 4400,Microsoft Windows 10 Pro,10.0.14393  Build 14393
250118,Intel(R) Core(TM) i3-2330M CPU @ 2.20GHz,8GB,1366x768,Intel(R) HD Graphics 3000,Microsoft Windows 7 Ultimate ,6.1.7601 Service Pack 1 Build 7601
811155,Intel64 Family 6 Model 30 Stepping 5 Intel(R) Core(TM) i5 CPU         750  @ 2.67GHz,8GB 536870912,"1920x1200 96,96 32","NVIDIA GeForce GTS 250, PCI\VEN_10DE&DEV_0615&SUBSYS_830B1043&REV_A2\4&932E434&0&0018",Microsoft Windows 7 Профессиональная ,6.1.7601 Service Pack 1 Build 7601
252905,Intel(R) Core(TM) i7-6700 CPU @ 3.40GHz,8GB,1920x1080,AMD Radeon(TM) R7 350X,Microsoft Windows 10 Pro,10.0.14393  Build 14393
639325,Intel(R) Core(TM) i5-7200U CPU @ 2.50GHz,16GB,1920x1080,Intel(R) HD Graphics 620,Microsoft Windows 10 Home,10.0.14393  Build 14393
191200,Intel(R) Core(TM) i5-2400 CPU @ 3.10GHz,8GB,1920x1080,NVIDIA Quadro 2000,Microsoft Windows 7 Профессиональная ,6.1.7601 Service Pack 1 Build 7601
681627,Intel64 Family 6 Model 61 Stepping 4 Intel(R) Core(TM) i3-5005U CPU @ 2.00GHz,4GB 1073741824,"1366x768 96,96 32","Intel(R) HD Graphics 5500, PCI\VEN_8086&DEV_1616&SUBSYS_80C1103C&REV_09\3&11583659&0&10",Microsoft Windows 7 Ultimate ,6.1.7601 Service Pack 1 Build 7601
598131,Intel(R) Core(TM) i5-6500T CPU @ 2.50GHz,4GB,1366x768,Intel(R) HD Graphics 530,Microsoft Windows 10 Pro,10.0.10586  Build 10586
477520,Intel64 Family 6 Model 42 Stepping 7 Intel(R) Core(TM) i3-2100 CPU @ 3.10GHz,2GB 1073741824,"1920x1080 96,96 32","ATI Radeon HD 5400 Series, PCI\VEN_1002&DEV_68F9&SUBSYS_23401462&REV_00\4&2D68EC9A&0&0008",Microsoft Windows 7 Ultimate ,6.1.7601 Service Pack 1 Build 7601
449854,Intel(R) Core(TM) i3-4170 CPU @ 3.70GHz,8GB,1920x1080,Intel(R) HD Graphics 4400,Microsoft Windows 10 Pro,10.0.15063  Build 15063
425841,Intel(R) Core(TM) i7-6700 CPU @ 3.40GHz,8GB,1920x1080,NVIDIA GeForce GT 720,Microsoft Windows 7 旗舰版 ,6.1.7601 Service Pack 1 Build 7601
127989,Intel64 Family 6 Model 158 Stepping 9 Intel(R) Core(TM) i7-7700 CPU @ 3.60GHz,8GB 1073741824,"1366x768 96,96 32","Intel(R) HD Graphics 630, PCI\VEN_8086&DEV_5912&SUBSYS_D0001458&REV_04\3&11583659&0&10",Microsoft Windows 10 Education,10.0.10586  Build 10586
417832,Intel(R) Core(TM) i5-4570 CPU @ 3.20GHz,24GB,2560x1440,NVIDIA GeForce GT 755M,Mac OS 10.12.6,10.12.6
381733,Intel(R) Core(TM) i5-6200U CPU @ 2.30GHz,8GB,1920x1080,Intel(R) HD Graphics 520,Microsoft Windows 7 Enterprise ,6.1.7601 Service Pack 1 Build 7601
96278,Intel64 Family 6 Model 60 Stepping 3 Intel(R) Core(TM) i7-4790 CPU @ 3.60GHz,16GB 4293918720,"1680x1050 96,96 32","NVIDIA Quadro K2200 , PCI\VEN_10DE&DEV_13BA&SUBSYS_1097103C&REV_A2\4&191DFABF&0&0008",Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601
707236,Intel(R) Core(TM) i3-5015U CPU @ 2.10GHz,6GB,1366x768,Intel(R) HD Graphics 5500,Microsoft Windows 10 Home Single Language,10.0.16299  Build 16299
761258,Intel(R) Core(TM) i7-6500U CPU @ 2.50GHz,8GB,1920x1080,Intel(R) HD Graphics 520,Microsoft Windows 10 Home,10.0.14393  Build 14393
498731,Intel64 Family 6 Model 158 Stepping 9 Intel(R) Core(TM) i7-7700HQ CPU @ 2.80GHz,12GB 1073741824,"1920x1080 120,120 32","Intel(R) HD Graphics 630, PCI\VEN_8086&DEV_591B&SUBSYS_15E01043&REV_04\3&11583659&1&10",Microsoft Windows 10 Home Single Language,10.0.15063  Build 15063
124909,Intel64 Family 6 Model 158 Stepping 9 Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,8GB 4293918720,"1920x1080 96,96 32","NVIDIA GeForce GTX 1050 Ti, PCI\VEN_10DE&DEV_1C82&SUBSYS_11BF10DE&REV_A1\4&38AB2860&0&0008",Microsoft Windows 10 Pro,10.0.10586  Build 10586
310345,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,16GB,1280x1024,NVIDIA GeForce GT 730,Microsoft Windows 7 旗舰版 ,6.1.7601 Service Pack 1 Build 7601
158265,Intel(R) Core(TM) i7-7700HQ CPU @ 2.80GHz,8GB,1920x1080,Intel(R) HD Graphics 630,Microsoft Windows 10 Home Single Language,10.0.15063  Build 15063
